,date,variable,value
894,2013-04-30,米,2325
895,2013-05-31,米,2313
896,2013-06-30,米,2303
897,2013-07-31,米,2167
898,2013-08-31,米,2173
899,2013-09-30,米,2903
900,2013-10-31,米,3088
901,2013-11-30,米,2312
902,2013-12-31,米,2392
903,2014-01-31,米,1555
904,2014-02-28,米,1810
905,2014-03-31,米,2524
906,2014-04-30,米,1635
907,2014-05-31,米,1908
908,2014-06-30,米,1963
909,2014-07-31,米,1876
910,2014-08-31,米,1998
911,2014-09-30,米,2569
912,2014-10-31,米,2831
913,2014-11-30,米,2116
914,2014-12-31,米,2324
915,2015-01-31,米,1349
916,2015-02-28,米,1639
917,2015-03-31,米,1843
918,2015-04-30,米,1790
919,2015-05-31,米,1726
920,2015-06-30,米,1716
921,2015-07-31,米,1736
922,2015-08-31,米,1765
923,2015-09-30,米,2108
924,2015-10-31,米,3095
925,2015-11-30,米,1918
926,2015-12-31,米,2296
927,2016-01-31,米,1423
928,2016-02-29,米,1761
929,2016-03-31,米,1845
930,2016-04-30,米,1883
931,2016-05-31,米,1858
932,2016-06-30,米,1730
933,2016-07-31,米,1810
934,2016-08-31,米,1810
935,2016-09-30,米,2281
936,2016-10-31,米,2801
937,2016-11-30,米,2130
938,2016-12-31,米,2190
939,2017-01-31,米,1412
940,2017-02-28,米,1600
941,2017-03-31,米,1800
942,2017-04-30,米,1884
943,2017-05-31,米,1782
944,2017-06-30,米,1792
945,2017-07-31,米,1739
946,2017-08-31,米,1842
947,2017-09-30,米,2486
948,2017-10-31,米,2864
949,2017-11-30,米,2192
950,2017-12-31,米,2288
951,2018-01-31,米,1525
952,2018-02-28,米,1766
953,2018-03-31,米,1817
954,2018-04-30,米,1893
955,2018-05-31,米,1892
956,2018-06-30,米,1958
957,2018-07-31,米,1916
958,2018-08-31,米,1920
959,2018-09-30,米,2343
960,2018-10-31,米,3003
961,2018-11-30,米,2238
962,2018-12-31,米,2045
963,2019-01-31,米,1490
964,2019-02-28,米,1671
965,2019-03-31,米,1833
966,2019-04-30,米,1877
967,2019-05-31,米,1785
968,2019-06-30,米,1801
969,2019-07-31,米,1713
970,2019-08-31,米,1756
971,2019-09-30,米,2335
972,2019-10-31,米,2944
973,2019-11-30,米,1966
974,2019-12-31,米,2042
975,2020-01-31,米,1402
976,2020-02-29,米,1779
977,2020-03-31,米,2132
978,2020-04-30,米,2110
979,2020-05-31,米,1921
980,2000-01-31,パン,2127
981,2000-02-29,パン,2329
982,2000-03-31,パン,2492
983,2000-04-30,パン,2441
984,2000-05-31,パン,2458
985,2000-06-30,パン,2354
986,2000-07-31,パン,2292
987,2000-08-31,パン,2182
988,2000-09-30,パン,2191
989,2000-10-31,パン,2264
990,2000-11-30,パン,2191
991,2000-12-31,パン,2190
992,2001-01-31,パン,2097
993,2001-02-28,パン,2158
994,2001-03-31,パン,2378
995,2001-04-30,パン,2310
996,2001-05-31,パン,2326
997,2001-06-30,パン,2229
998,2001-07-31,パン,2105
999,2001-08-31,パン,2105
1000,2001-09-30,パン,2087
1001,2001-10-31,パン,2227
1002,2001-11-30,パン,2185
1003,2001-12-31,パン,2151
1004,2002-01-31,パン,2138
1005,2002-02-28,パン,2174
1006,2002-03-31,パン,2415
1007,2002-04-30,パン,2370
1008,2002-05-31,パン,2367
1009,2002-06-30,パン,2257
1010,2002-07-31,パン,2196
1011,2002-08-31,パン,2128
1012,2002-09-30,パン,2098
1013,2002-10-31,パン,2208
1014,2002-11-30,パン,2186
1015,2002-12-31,パン,2213
1016,2003-01-31,パン,2155
1017,2003-02-28,パン,2146
1018,2003-03-31,パン,2418
1019,2003-04-30,パン,2332
1020,2003-05-31,パン,2379
1021,2003-06-30,パン,2304
1022,2003-07-31,パン,2358
1023,2003-08-31,パン,2226
1024,2003-09-30,パン,2099
1025,2003-10-31,パン,2292
1026,2003-11-30,パン,2227
1027,2003-12-31,パン,2252
1028,2004-01-31,パン,2248
1029,2004-02-29,パン,2325
1030,2004-03-31,パン,2505
1031,2004-04-30,パン,2418
1032,2004-05-31,パン,2446
1033,2004-06-30,パン,2300
1034,2004-07-31,パン,2250
1035,2004-08-31,パン,2230
1036,2004-09-30,パン,2175
1037,2004-10-31,パン,2306
1038,2004-11-30,パン,2191
1039,2004-12-31,パン,2216
1040,2005-01-31,パン,2113
1041,2005-02-28,パン,2110
1042,2005-03-31,パン,2353
1043,2005-04-30,パン,2282
1044,2005-05-31,パン,2319
1045,2005-06-30,パン,2169
1046,2005-07-31,パン,2186
1047,2005-08-31,パン,2103
1048,2005-09-30,パン,2122
1049,2005-10-31,パン,2199
1050,2005-11-30,パン,2154
1051,2005-12-31,パン,2143
1052,2006-01-31,パン,2088
1053,2006-02-28,パン,2124
1054,2006-03-31,パン,2347
1055,2006-04-30,パン,2340
1056,2006-05-31,パン,2336
1057,2006-06-30,パン,2236
1058,2006-07-31,パン,2240
1059,2006-08-31,パン,2129
1060,2006-09-30,パン,2114
1061,2006-10-31,パン,2178
1062,2006-11-30,パン,2178
1063,2006-12-31,パン,2250
1064,2007-01-31,パン,2187
1065,2007-02-28,パン,2165
1066,2007-03-31,パン,2417
1067,2007-04-30,パン,2365
1068,2007-05-31,パン,2356
1069,2007-06-30,パン,2289
1070,2007-07-31,パン,2321
1071,2007-08-31,パン,2174
1072,2007-09-30,パン,2118
1073,2007-10-31,パン,2255
1074,2007-11-30,パン,2207
1075,2007-12-31,パン,2243
1076,2008-01-31,パン,2237
1077,2008-02-29,パン,2330
1078,2008-03-31,パン,2503
1079,2008-04-30,パン,2420
1080,2008-05-31,パン,2455
1081,2008-06-30,パン,2401
1082,2008-07-31,パン,2306
1083,2008-08-31,パン,2297
1084,2008-09-30,パン,2256
1085,2008-10-31,パン,2339
1086,2008-11-30,パン,2328
1087,2008-12-31,パン,2348
1088,2009-01-31,パン,2261
1089,2009-02-28,パン,2314
1090,2009-03-31,パン,2574
1091,2009-04-30,パン,2518
1092,2009-05-31,パン,2621
1093,2009-06-30,パン,2436
1094,2009-07-31,パン,2439
1095,2009-08-31,パン,2364
1096,2009-09-30,パン,2309
1097,2009-10-31,パン,2423
1098,2009-11-30,パン,2323
1099,2009-12-31,パン,2384
1100,2010-01-31,パン,2255
1101,2010-02-28,パン,2231
1102,2010-03-31,パン,2518
1103,2010-04-30,パン,2468
1104,2010-05-31,パン,2507
1105,2010-06-30,パン,2402
1106,2010-07-31,パン,2365
1107,2010-08-31,パン,2250
1108,2010-09-30,パン,2237
1109,2010-10-31,パン,2381
1110,2010-11-30,パン,2268
1111,2010-12-31,パン,2294
1112,2011-01-31,パン,2192
1113,2011-02-28,パン,2193
1114,2011-03-31,パン,2558
1115,2011-04-30,パン,2501
1116,2011-05-31,パン,2518
1117,2011-06-30,パン,2319
1118,2011-07-31,パン,2313
1119,2011-08-31,パン,2309
1120,2011-09-30,パン,2268
1121,2011-10-31,パン,2428
1122,2011-11-30,パン,2333
1123,2011-12-31,パン,2390
1124,2012-01-31,パン,2307
1125,2012-02-29,パン,2342
1126,2012-03-31,パン,2577
1127,2012-04-30,パン,2473
1128,2012-05-31,パン,2464
1129,2012-06-30,パン,2382
1130,2012-07-31,パン,2348
1131,2012-08-31,パン,2297
1132,2012-09-30,パン,2248
1133,2012-10-31,パン,2313
1134,2012-11-30,パン,2229
1135,2012-12-31,パン,2301
1136,2013-01-31,パン,2251
1137,2013-02-28,パン,2216
1138,2013-03-31,パン,2532
1139,2013-04-30,パン,2474
1140,2013-05-31,パン,2489
1141,2013-06-30,パン,2404
1142,2013-07-31,パン,2323
1143,2013-08-31,パン,2236
1144,2013-09-30,パン,2206
1145,2013-10-31,パン,2285
1146,2013-11-30,パン,2278
1147,2013-12-31,パン,2279
1148,2014-01-31,パン,2222
1149,2014-02-28,パン,2221
1150,2014-03-31,パン,2561
1151,2014-04-30,パン,2454
1152,2014-05-31,パン,2557
1153,2014-06-30,パン,2417
1154,2014-07-31,パン,2452
1155,2014-08-31,パン,2486
1156,2014-09-30,パン,2400
1157,2014-10-31,パン,2479
1158,2014-11-30,パン,2446
1159,2014-12-31,パン,2517
1160,2015-01-31,パン,2399
1161,2015-02-28,パン,2357
1162,2015-03-31,パン,2688
1163,2015-04-30,パン,2625
1164,2015-05-31,パン,2620
1165,2015-06-30,パン,2525
1166,2015-07-31,パン,2549
1167,2015-08-31,パン,2513
1168,2015-09-30,パン,2464
1169,2015-10-31,パン,2606
1170,2015-11-30,パン,2569
1171,2015-12-31,パン,2593
1172,2016-01-31,パン,2512
1173,2016-02-29,パン,2521
1174,2016-03-31,パン,2740
1175,2016-04-30,パン,2670
1176,2016-05-31,パン,2668
1177,2016-06-30,パン,2508
1178,2016-07-31,パン,2509
1179,2016-08-31,パン,2401
1180,2016-09-30,パン,2355
1181,2016-10-31,パン,2499
1182,2016-11-30,パン,2434
1183,2016-12-31,パン,2477
1184,2017-01-31,パン,2396
1185,2017-02-28,パン,2376
1186,2017-03-31,パン,2718
1187,2017-04-30,パン,2622
1188,2017-05-31,パン,2576
1189,2017-06-30,パン,2495
1190,2017-07-31,パン,2408
1191,2017-08-31,パン,2408
1192,2017-09-30,パン,2394
1193,2017-10-31,パン,2504
1194,2017-11-30,パン,2489
1195,2017-12-31,パン,2570
1196,2018-01-31,パン,2468
1197,2018-02-28,パン,2386
1198,2018-03-31,パン,2742
1199,2018-04-30,パン,2623
1200,2018-05-31,パン,2609
1201,2018-06-30,パン,2502
1202,2018-07-31,パン,2432
1203,2018-08-31,パン,2459
1204,2018-09-30,パン,2525
1205,2018-10-31,パン,2593
1206,2018-11-30,パン,2542
1207,2018-12-31,パン,2674
1208,2019-01-31,パン,2534
1209,2019-02-28,パン,2551
1210,2019-03-31,パン,2898
1211,2019-04-30,パン,2861
1212,2019-05-31,パン,2773
1213,2019-06-30,パン,2646
1214,2019-07-31,パン,2701
1215,2019-08-31,パン,2657
1216,2019-09-30,パン,2552
1217,2019-10-31,パン,2650
1218,2019-11-30,パン,2639
1219,2019-12-31,パン,2701
1220,2020-01-31,パン,2515
1221,2020-02-29,パン,2625
1222,2020-03-31,パン,2798
1223,2020-04-30,パン,2680
1224,2020-05-31,パン,2742
1225,2000-01-31,麺類,1325
1226,2000-02-29,麺類,1359
1227,2000-03-31,麺類,1482
1228,2000-04-30,麺類,1458
1229,2000-05-31,麺類,1523
1230,2000-06-30,麺類,1616
1231,2000-07-31,麺類,2162
1232,2000-08-31,麺類,1779
1233,2000-09-30,麺類,1355
1234,2000-10-31,麺類,1380
1235,2000-11-30,麺類,1373
1236,2000-12-31,麺類,1960
1237,2001-01-31,麺類,1375
1238,2001-02-28,麺類,1296
1239,2001-03-31,麺類,1398
1240,2001-04-30,麺類,1391
1241,2001-05-31,麺類,1463
1242,2001-06-30,麺類,1585
1243,2001-07-31,麺類,2231
1244,2001-08-31,麺類,1715
1245,2001-09-30,麺類,1310
1246,2001-10-31,麺類,1329
1247,2001-11-30,麺類,1332
1248,2001-12-31,麺類,1946
1249,2002-01-31,麺類,1377
1250,2002-02-28,麺類,1300
1251,2002-03-31,麺類,1435
1252,2002-04-30,麺類,1412
1253,2002-05-31,麺類,1516
1254,2002-06-30,麺類,1639
1255,2002-07-31,麺類,2024
1256,2002-08-31,麺類,1758
1257,2002-09-30,麺類,1280
1258,2002-10-31,麺類,1361
1259,2002-11-30,麺類,1402
1260,2002-12-31,麺類,1885
1261,2003-01-31,麺類,1316
1262,2003-02-28,麺類,1239
1263,2003-03-31,麺類,1427
1264,2003-04-30,麺類,1424
1265,2003-05-31,麺類,1512
1266,2003-06-30,麺類,1600
1267,2003-07-31,麺類,2026
1268,2003-08-31,麺類,1761
1269,2003-09-30,麺類,1293
1270,2003-10-31,麺類,1351
1271,2003-11-30,麺類,1355
1272,2003-12-31,麺類,1860
1273,2004-01-31,麺類,1331
1274,2004-02-29,麺類,1293
1275,2004-03-31,麺類,1377
1276,2004-04-30,麺類,1337
1277,2004-05-31,麺類,1503
1278,2004-06-30,麺類,1611
1279,2004-07-31,麺類,2171
1280,2004-08-31,麺類,1713
1281,2004-09-30,麺類,1218
1282,2004-10-31,麺類,1380
1283,2004-11-30,麺類,1314
1284,2004-12-31,麺類,1804
1285,2005-01-31,麺類,1267
1286,2005-02-28,麺類,1198
1287,2005-03-31,麺類,1288
1288,2005-04-30,麺類,1264
1289,2005-05-31,麺類,1406
1290,2005-06-30,麺類,1479
1291,2005-07-31,麺類,1880
1292,2005-08-31,麺類,1533
1293,2005-09-30,麺類,1153
1294,2005-10-31,麺類,1222
1295,2005-11-30,麺類,1230
1296,2005-12-31,麺類,1744
1297,2006-01-31,麺類,1199
1298,2006-02-28,麺類,1134
1299,2006-03-31,麺類,1223
1300,2006-04-30,麺類,1260
1301,2006-05-31,麺類,1347
1302,2006-06-30,麺類,1485
1303,2006-07-31,麺類,1818
1304,2006-08-31,麺類,1563
1305,2006-09-30,麺類,1142
1306,2006-10-31,麺類,1185
1307,2006-11-30,麺類,1243
1308,2006-12-31,麺類,1695
1309,2007-01-31,麺類,1191
1310,2007-02-28,麺類,1115
1311,2007-03-31,麺類,1274
1312,2007-04-30,麺類,1276
1313,2007-05-31,麺類,1364
1314,2007-06-30,麺類,1533
1315,2007-07-31,麺類,1831
1316,2007-08-31,麺類,1516
1317,2007-09-30,麺類,1160
1318,2007-10-31,麺類,1223
1319,2007-11-30,麺類,1261
1320,2007-12-31,麺類,1671
1321,2008-01-31,麺類,1151
1322,2008-02-29,麺類,1233
1323,2008-03-31,麺類,1381
1324,2008-04-30,麺類,1373
1325,2008-05-31,麺類,1501
1326,2008-06-30,麺類,1645
1327,2008-07-31,麺類,1983
1328,2008-08-31,麺類,1817
1329,2008-09-30,麺類,1271
1330,2008-10-31,麺類,1326
1331,2008-11-30,麺類,1417
1332,2008-12-31,麺類,1888
1333,2009-01-31,麺類,1348
1334,2009-02-28,麺類,1266
1335,2009-03-31,麺類,1466
1336,2009-04-30,麺類,1422
1337,2009-05-31,麺類,1637
1338,2009-06-30,麺類,1653
1339,2009-07-31,麺類,1968
1340,2009-08-31,麺類,1690
1341,2009-09-30,麺類,1275
1342,2009-10-31,麺類,1392
1343,2009-11-30,麺類,1429
1344,2009-12-31,麺類,1877
1345,2010-01-31,麺類,1369
1346,2010-02-28,麺類,1281
1347,2010-03-31,麺類,1447
1348,2010-04-30,麺類,1364
1349,2010-05-31,麺類,1504
1350,2010-06-30,麺類,1612
1351,2010-07-31,麺類,1895
1352,2010-08-31,麺類,1680
1353,2010-09-30,麺類,1280
1354,2010-10-31,麺類,1384
1355,2010-11-30,麺類,1368
1356,2010-12-31,麺類,1863
1357,2011-01-31,麺類,1342
1358,2011-02-28,麺類,1258
1359,2011-03-31,麺類,1665
1360,2011-04-30,麺類,1345
1361,2011-05-31,麺類,1510
1362,2011-06-30,麺類,1631
1363,2011-07-31,麺類,2058
1364,2011-08-31,麺類,1646
1365,2011-09-30,麺類,1282
1366,2011-10-31,麺類,1307
1367,2011-11-30,麺類,1367
1368,2011-12-31,麺類,1825
1369,2012-01-31,麺類,1313
1370,2012-02-29,麺類,1273
1371,2012-03-31,麺類,1385
1372,2012-04-30,麺類,1352
1373,2012-05-31,麺類,1439
1374,2012-06-30,麺類,1554
1375,2012-07-31,麺類,1871
1376,2012-08-31,麺類,1623
1377,2012-09-30,麺類,1231
1378,2012-10-31,麺類,1280
1379,2012-11-30,麺類,1368
1380,2012-12-31,麺類,1874
1381,2013-01-31,麺類,1280
1382,2013-02-28,麺類,1232
1383,2013-03-31,麺類,1375
1384,2013-04-30,麺類,1332
1385,2013-05-31,麺類,1401
1386,2013-06-30,麺類,1615
1387,2013-07-31,麺類,1764
1388,2013-08-31,麺類,1637
1389,2013-09-30,麺類,1194
1390,2013-10-31,麺類,1281
1391,2013-11-30,麺類,1307
1392,2013-12-31,麺類,1752
1393,2014-01-31,麺類,1260
1394,2014-02-28,麺類,1277
1395,2014-03-31,麺類,1475
1396,2014-04-30,麺類,1212
1397,2014-05-31,麺類,1392
1398,2014-06-30,麺類,1584
1399,2014-07-31,麺類,1793
1400,2014-08-31,麺類,1653
1401,2014-09-30,麺類,1197
1402,2014-10-31,麺類,1317
1403,2014-11-30,麺類,1325
1404,2014-12-31,麺類,1810
1405,2015-01-31,麺類,1263
1406,2015-02-28,麺類,1203
1407,2015-03-31,麺類,1351
1408,2015-04-30,麺類,1370
1409,2015-05-31,麺類,1544
1410,2015-06-30,麺類,1588
1411,2015-07-31,麺類,1835
1412,2015-08-31,麺類,1657
1413,2015-09-30,麺類,1321
1414,2015-10-31,麺類,1353
1415,2015-11-30,麺類,1401
1416,2015-12-31,麺類,1862
1417,2016-01-31,麺類,1375
1418,2016-02-29,麺類,1320
1419,2016-03-31,麺類,1378
1420,2016-04-30,麺類,1389
1421,2016-05-31,麺類,1492
1422,2016-06-30,麺類,1602
1423,2016-07-31,麺類,1830
1424,2016-08-31,麺類,1621
1425,2016-09-30,麺類,1254
1426,2016-10-31,麺類,1326
1427,2016-11-30,麺類,1318
1428,2016-12-31,麺類,1702
1429,2017-01-31,麺類,1310
1430,2017-02-28,麺類,1195
1431,2017-03-31,麺類,1319
1432,2017-04-30,麺類,1325
1433,2017-05-31,麺類,1461
1434,2017-06-30,麺類,1540
1435,2017-07-31,麺類,1810
1436,2017-08-31,麺類,1556
1437,2017-09-30,麺類,1269
1438,2017-10-31,麺類,1349
1439,2017-11-30,麺類,1372
1440,2017-12-31,麺類,1794
1441,2018-01-31,麺類,1331
1442,2018-02-28,麺類,1266
1443,2018-03-31,麺類,1346
1444,2018-04-30,麺類,1377
1445,2018-05-31,麺類,1450
1446,2018-06-30,麺類,1582
1447,2018-07-31,麺類,1743
1448,2018-08-31,麺類,1616
1449,2018-09-30,麺類,1366
1450,2018-10-31,麺類,1296
1451,2018-11-30,麺類,1313
1452,2018-12-31,麺類,1683
1453,2019-01-31,麺類,1297
1454,2019-02-28,麺類,1264
1455,2019-03-31,麺類,1430
1456,2019-04-30,麺類,1392
1457,2019-05-31,麺類,1493
1458,2019-06-30,麺類,1559
1459,2019-07-31,麺類,1696
1460,2019-08-31,麺類,1656
1461,2019-09-30,麺類,1339
1462,2019-10-31,麺類,1446
1463,2019-11-30,麺類,1378
1464,2019-12-31,麺類,1762
1465,2020-01-31,麺類,1335
1466,2020-02-29,麺類,1442
1467,2020-03-31,麺類,1825
1468,2020-04-30,麺類,1921
1469,2020-05-31,麺類,1909
1470,2000-01-31,他の穀類,310
1471,2000-02-29,他の穀類,308
1472,2000-03-31,他の穀類,296
1473,2000-04-30,他の穀類,225
1474,2000-05-31,他の穀類,203
1475,2000-06-30,他の穀類,193
1476,2000-07-31,他の穀類,181
1477,2000-08-31,他の穀類,200
1478,2000-09-30,他の穀類,218
1479,2000-10-31,他の穀類,284
1480,2000-11-30,他の穀類,350
1481,2000-12-31,他の穀類,1587
1482,2001-01-31,他の穀類,327
1483,2001-02-28,他の穀類,281
1484,2001-03-31,他の穀類,278
1485,2001-04-30,他の穀類,207
1486,2001-05-31,他の穀類,202
1487,2001-06-30,他の穀類,192
1488,2001-07-31,他の穀類,163
1489,2001-08-31,他の穀類,191
1490,2001-09-30,他の穀類,227
1491,2001-10-31,他の穀類,281
1492,2001-11-30,他の穀類,331
1493,2001-12-31,他の穀類,1586
1494,2002-01-31,他の穀類,311
1495,2002-02-28,他の穀類,276
1496,2002-03-31,他の穀類,271
1497,2002-04-30,他の穀類,222
1498,2002-05-31,他の穀類,211
1499,2002-06-30,他の穀類,183
1500,2002-07-31,他の穀類,168
1501,2002-08-31,他の穀類,193
1502,2002-09-30,他の穀類,209
1503,2002-10-31,他の穀類,265
1504,2002-11-30,他の穀類,354
1505,2002-12-31,他の穀類,1505
1506,2003-01-31,他の穀類,292
1507,2003-02-28,他の穀類,261
1508,2003-03-31,他の穀類,273
1509,2003-04-30,他の穀類,215
1510,2003-05-31,他の穀類,222
1511,2003-06-30,他の穀類,187
1512,2003-07-31,他の穀類,180
1513,2003-08-31,他の穀類,199
1514,2003-09-30,他の穀類,205
1515,2003-10-31,他の穀類,259
1516,2003-11-30,他の穀類,313
1517,2003-12-31,他の穀類,1565
1518,2004-01-31,他の穀類,305
1519,2004-02-29,他の穀類,266
1520,2004-03-31,他の穀類,249
1521,2004-04-30,他の穀類,214
1522,2004-05-31,他の穀類,196
1523,2004-06-30,他の穀類,173
1524,2004-07-31,他の穀類,182
1525,2004-08-31,他の穀類,194
1526,2004-09-30,他の穀類,211
1527,2004-10-31,他の穀類,269
1528,2004-11-30,他の穀類,311
1529,2004-12-31,他の穀類,1471
1530,2005-01-31,他の穀類,366
1531,2005-02-28,他の穀類,331
1532,2005-03-31,他の穀類,297
1533,2005-04-30,他の穀類,274
1534,2005-05-31,他の穀類,276
1535,2005-06-30,他の穀類,255
1536,2005-07-31,他の穀類,256
1537,2005-08-31,他の穀類,260
1538,2005-09-30,他の穀類,272
1539,2005-10-31,他の穀類,343
1540,2005-11-30,他の穀類,371
1541,2005-12-31,他の穀類,1459
1542,2006-01-31,他の穀類,336
1543,2006-02-28,他の穀類,311
1544,2006-03-31,他の穀類,308
1545,2006-04-30,他の穀類,287
1546,2006-05-31,他の穀類,273
1547,2006-06-30,他の穀類,236
1548,2006-07-31,他の穀類,245
1549,2006-08-31,他の穀類,247
1550,2006-09-30,他の穀類,266
1551,2006-10-31,他の穀類,311
1552,2006-11-30,他の穀類,371
1553,2006-12-31,他の穀類,1452
1554,2007-01-31,他の穀類,363
1555,2007-02-28,他の穀類,336
1556,2007-03-31,他の穀類,321
1557,2007-04-30,他の穀類,296
1558,2007-05-31,他の穀類,288
1559,2007-06-30,他の穀類,278
1560,2007-07-31,他の穀類,286
1561,2007-08-31,他の穀類,268
1562,2007-09-30,他の穀類,271
1563,2007-10-31,他の穀類,327
1564,2007-11-30,他の穀類,383
1565,2007-12-31,他の穀類,1465
1566,2008-01-31,他の穀類,403
1567,2008-02-29,他の穀類,393
1568,2008-03-31,他の穀類,371
1569,2008-04-30,他の穀類,334
1570,2008-05-31,他の穀類,299
1571,2008-06-30,他の穀類,300
1572,2008-07-31,他の穀類,281
1573,2008-08-31,他の穀類,276
1574,2008-09-30,他の穀類,304
